provider,dataset_or_doc_scope,book_symbol_or_family,capability_question,static_source_reference,evidence_status,provider_api_access,provider_login,market_data_download,continuous_contract_download,market_row_parsing,strategy_use_status,blocker
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,QM,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,QM,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,QM,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,RB,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZC,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZS,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZM,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZL,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,ZW,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,lineage,Databento docs say continuous maps to a tradable instrument by date; no local continuous-row-to-dated-row lineage artifact exists,EVIDENCE_BLOCKED_LINEAGE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,CONTINUOUS_ROW_LINEAGE_LEDGER_NOT_CREATED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,ohlcv-1d close/settlement,Databento schema docs describe OHLCV as trade-aggregated bars and statistics as official settlements/open interest,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,OHLCV_CLOSE_VERSUS_OFFICIAL_SETTLEMENT_POLICY_NOT_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,definition metadata,Databento definition docs identify point-in-time instrument definitions with expiration/listing/tick fields,EVIDENCE_PARTIAL_REQUIRES_MORE_STATIC_SOURCE,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,FIRST_NOTICE_DELIVERY_AND_PRODUCT_FAMILY_RULEBOOK_FIELDS_NOT_FULLY_LOCKED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,condition metadata,Databento portal docs describe condition support files and equivalent metadata dataset-condition endpoint,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,HE,settlement source,Databento schema docs identify statistics as official daily instrument statistics including settlement fields,EVIDENCE_BLOCKED_SETTLEMENT_CLOSE_UNCLEAR,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,STATISTICS_OR_OFFICIAL_SETTLEMENT_SOURCE_NOT_EXECUTED_OR_POLICY_DECIDED
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,LE,continuous availability,Databento standards/conventions and continuous futures example,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,LE,symbol syntax,Databento continuous symbology format [ROOT].[ROLL_RULE].[RANK],EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,LE,adjustment policy,"Databento continuous docs state continuous prices are original/unadjusted, not back-adjusted",EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
DATABENTO,GLBX.MDP3_PUBLIC_STATIC_DOCUMENTATION_ONLY,LE,roll rule,Databento continuous docs identify calendar/open-interest/volume roll-rule codes c/n/v,EVIDENCE_READY_FOR_POLICY_DECISION,NO,NO,NO,NO,NO,BLOCKED_PENDING_CONTINUOUS_ROLL_POLICY,NONE_FOR_POLICY_DECISION_ONLY
